Player,Pos,Age,Tm,G,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Players,Season,ALL_STAR
George Hill,PG,33,MIL,52,0,21.2,3.4,6.5,.530,1.4,2.9,.480,2.0,3.5,.571,.638,1.3,1.6,.831,0.9,2.1,3.0,2.9,0.8,0.1,0.9,1.4,9.6,1103,17.5,.668,.452,.247,4.3,9.2,6.9,18.4,1.7,0.3,11.6,15.8,,3.2,1.9,5.1,.220,,1.8,1.4,3.2,1.5,,,NO
Solomon Hill,SF,28,TOT,54,4,18.4,1.9,4.6,.403,1.1,2.9,.378,0.8,1.7,.446,.522,0.6,0.8,.714,0.5,2.4,2.9,1.8,0.7,0.2,0.9,1.4,5.4,992,9.8,.542,.629,.169,2.9,13.2,8.2,12.6,1.7,1.1,15.0,13.2,,0.4,0.9,1.3,.064,,-1.9,0.2,-1.6,0.1,,,NO
Solomon Hill,SF,28,MEM,48,3,18.8,2.0,4.9,.412,1.2,3.1,.381,0.8,1.8,.465,.532,0.5,0.8,.684,0.5,2.5,3.0,2.0,0.6,0.1,0.8,1.5,5.7,901,10.2,.549,.631,.163,2.8,13.7,8.4,13.3,1.6,0.7,13.8,13.4,,0.5,0.8,1.3,.071,,-1.6,0.2,-1.4,0.1,,,NO
Solomon Hill,SF,28,MIA,6,1,15.2,0.7,2.5,.267,0.5,1.5,.333,0.2,1.0,.167,.367,0.7,0.7,1.000,0.5,1.2,1.7,0.7,0.8,0.8,1.2,0.8,2.5,91,5.9,.447,.600,.267,3.9,8.3,6.2,5.7,2.7,5.5,29.5,11.5,,-0.1,0.1,0.0,-0.006,,-4.5,0.8,-3.7,0.0,,,NO
Jaylen Hoard,SF,20,POR,13,0,7.9,1.2,2.5,.469,0.0,0.2,.000,1.2,2.2,.517,.469,0.6,1.0,.615,1.1,1.4,2.5,0.3,0.4,0.0,0.3,0.9,2.9,103,14.9,.504,.094,.406,14.3,17.8,16.1,5.4,2.3,0.0,9.6,17.2,,0.1,0.1,0.2,.096,,-0.9,-1.1,-1.9,0.0,,,NO
Aaron Holiday,PG,23,IND,58,26,23.6,3.5,8.6,.407,1.4,3.5,.394,2.1,5.1,.416,.488,1.1,1.2,.861,0.4,1.9,2.3,3.3,0.8,0.2,1.3,1.8,9.4,1368,11.7,.517,.409,.145,1.7,8.9,5.3,19.5,1.6,0.8,12.4,19.4,,0.4,1.4,1.7,.060,,-1.4,-0.3,-1.7,0.1,,,NO
Jrue Holiday,SG,29,NOP,55,55,34.9,7.7,16.9,.452,2.1,5.9,.357,5.6,11.1,.502,.514,2.2,3.1,.700,1.3,3.6,4.9,6.9,1.7,0.8,2.9,2.3,19.6,1922,17.5,.535,.346,.183,3.8,10.9,7.3,29.8,2.2,1.9,13.6,24.7,,2.1,1.8,4.0,.099,,1.9,0.3,2.3,2.1,,,NO
Justin Holiday,SG,30,IND,65,2,24.9,2.9,6.6,.440,1.9,4.4,.424,1.0,2.2,.472,.581,0.7,0.9,.780,0.5,2.7,3.2,1.3,1.2,0.6,0.6,1.8,8.4,1617,12.7,.598,.667,.137,2.1,11.9,7.0,7.1,2.3,2.3,8.0,13.5,,1.7,2.2,4.0,.117,,0.0,1.7,1.6,1.5,,,NO
Rondae Hollis-Jefferson,SF,25,TOR,52,5,19.2,2.7,5.7,.471,0.0,0.3,.118,2.6,5.3,.493,.475,1.8,2.5,.736,2.0,2.9,4.9,1.7,0.8,0.4,0.9,2.0,7.2,998,15.5,.533,.058,.437,11.0,15.8,13.4,12.9,2.1,2.1,12.2,17.2,,1.4,1.8,3.2,.153,,-1.1,1.5,0.5,0.6,,,NO
Richaun Holmes,C,26,SAC,39,33,28.8,5.4,8.2,.654,0.0,0.0,,5.4,8.2,.654,.654,2.1,2.6,.800,3.0,5.3,8.3,1.0,1.0,1.4,1.3,3.9,12.8,1125,20.5,.685,.000,.312,11.5,21.3,16.3,5.4,1.7,4.7,11.8,16.0,,3.2,1.5,4.6,.198,,0.6,0.9,1.5,1.0,,,NO
Rodney Hood,SF,27,POR,21,21,29.5,4.1,8.2,.506,1.7,3.4,.493,2.5,4.8,.515,.608,1.0,1.3,.778,0.5,3.0,3.4,1.5,0.8,0.2,0.9,2.2,11.0,619,12.2,.625,.413,.157,1.7,10.2,6.0,7.1,1.3,0.5,9.4,13.9,,0.9,0.2,1.1,.087,,-0.4,-0.5,-0.9,0.2,,,NO
Al Horford,C,33,PHI,60,57,30.8,4.8,10.9,.442,1.5,4.4,.337,3.3,6.5,.513,.510,0.9,1.2,.753,1.5,5.3,6.9,4.1,0.9,0.9,1.1,2.1,12.0,1848,15.6,.526,.404,.112,5.5,19.1,12.3,19.2,1.4,2.5,8.7,17.6,,2.5,2.5,5.0,.130,,1.1,1.1,2.2,2.0,,,NO
Talen Horton-Tucker,SG,19,LAL,2,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,5,14.8,.000,1.000,.000,0.0,0.0,0.0,44.9,9.5,0.0,0.0,8.4,,0.0,0.0,0.0,.110,,0.6,7.2,7.8,0.0,,,NO
Danuel House,SF,26,HOU,58,47,30.0,3.6,8.3,.427,1.9,5.4,.363,1.6,2.9,.544,.545,1.2,1.5,.800,1.0,3.3,4.2,1.3,1.1,0.6,0.8,2.1,10.2,1739,11.4,.571,.645,.176,3.4,11.5,7.4,6.1,1.7,1.6,8.6,13.5,,1.9,1.6,3.5,.096,,-0.6,0.1,-0.5,0.7,,,NO
Dwight Howard,C,34,LAL,62,2,19.2,3.0,4.1,.732,0.0,0.1,.600,3.0,4.1,.734,.737,1.4,2.9,.494,2.5,4.9,7.4,0.7,0.4,1.2,1.2,3.2,7.5,1193,18.7,.696,.019,.700,14.6,26.8,20.9,4.8,1.1,5.6,17.8,14.5,,2.6,2.4,5.0,.202,,-0.8,1.4,0.5,0.8,,,NO
William Howard,SG,26,HOU,2,0,6.5,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.0,13,-12.7,.000,1.000,.000,0.0,16.2,8.1,9.0,0.0,0.0,20.0,15.9,,-0.1,0.0,-0.1,-0.354,,-14.9,-5.7,-20.7,-0.1,,,NO
Kevin Huerter,SG,21,ATL,56,48,31.4,4.5,10.9,.413,2.3,6.0,.380,2.2,4.9,.453,.517,0.9,1.1,.828,0.6,3.4,4.1,3.8,0.9,0.5,1.6,2.5,12.2,1760,11.5,.536,.548,.105,2.1,12.0,7.0,17.5,1.4,1.3,12.0,17.1,,1.0,0.6,1.6,.042,,-0.6,-0.9,-1.6,0.2,,,NO
De'Andre Hunter,SF,22,ATL,63,62,32.0,4.4,10.8,.410,1.7,4.8,.355,2.7,6.0,.454,.489,1.7,2.3,.764,0.7,3.8,4.5,1.8,0.7,0.3,1.6,2.9,12.3,2018,8.6,.521,.445,.211,2.3,13.1,7.6,8.0,1.0,0.7,12.1,17.5,,-0.4,0.5,0.1,.001,,-2.8,-1.8,-4.7,-1.4,,,NO
Chandler Hutchison,SF,23,CHI,28,10,18.8,2.9,6.3,.457,0.4,1.4,.316,2.4,4.9,.496,.491,1.6,2.8,.590,0.6,3.2,3.9,0.9,1.0,0.3,1.0,1.7,7.8,527,12.4,.521,.217,.446,3.6,19.8,11.3,7.4,2.5,1.3,11.4,19.1,,0.0,0.7,0.7,.060,,-2.7,0.1,-2.6,-0.1,,,NO
Serge Ibaka,C,30,TOR,50,27,27.5,6.5,12.5,.518,1.3,3.3,.398,5.1,9.1,.562,.571,1.8,2.4,.748,2.1,6.2,8.3,1.5,0.5,0.8,2.0,2.8,16.0,1377,18.0,.593,.266,.191,8.2,23.3,15.9,8.8,0.8,2.9,12.9,24.1,,1.5,2.4,3.9,.136,,0.5,-0.1,0.4,0.9,,,NO
Andre Iguodala,SG,36,MIA,14,0,18.5,1.8,3.6,.490,0.6,1.7,.375,1.1,1.9,.593,.578,0.1,0.6,.250,0.7,3.1,3.8,2.0,0.6,1.1,1.2,2.0,4.4,259,11.0,.559,.471,.157,4.5,17.9,11.5,15.1,1.5,6.1,23.8,12.2,,0.0,0.4,0.4,.078,,-2.5,1.9,-0.7,0.1,,,NO
Ersan İlyasova,PF,32,MIL,56,8,16.0,2.4,5.2,.472,0.8,2.2,.371,1.6,3.0,.548,.552,1.1,1.3,.827,1.1,3.9,4.9,0.8,0.4,0.3,0.6,1.6,6.8,895,15.2,.591,.428,.259,7.1,22.5,15.2,7.0,1.2,1.4,9.3,16.4,,1.5,1.9,3.4,.180,,-0.2,0.8,0.6,0.6,,,NO
Joe Ingles,SF,32,UTA,64,37,29.9,3.4,7.7,.441,1.9,4.8,.397,1.5,2.9,.516,.566,1.0,1.3,.774,0.4,3.6,4.0,5.2,0.9,0.1,1.9,2.1,9.8,1916,12.5,.588,.628,.170,1.4,12.7,7.3,24.0,1.5,0.4,18.9,15.0,,2.4,2.0,4.3,.108,,0.0,0.7,0.7,1.3,,,NO
Brandon Ingram,PF,22,NOP,56,56,34.3,8.4,18.0,.466,2.4,6.3,.387,5.9,11.6,.509,.534,5.1,5.9,.858,0.9,5.4,6.3,4.3,1.0,0.7,3.1,2.9,24.3,1919,19.2,.590,.352,.328,2.7,16.6,9.6,19.8,1.3,1.6,13.1,28.2,,3.2,1.7,4.9,.122,,2.7,-0.3,2.4,2.1,Brandon Ingram,2020.0,YES
Kyrie Irving,PG,27,BRK,20,20,32.9,10.0,20.8,.478,2.8,7.1,.394,7.2,13.7,.522,.546,4.7,5.1,.922,1.1,4.1,5.2,6.4,1.4,0.5,2.6,2.7,27.4,658,26.3,.595,.341,.245,3.5,12.4,8.1,37.4,1.9,1.3,10.1,32.6,,2.1,0.8,3.0,.216,,6.6,1.0,7.6,1.6,,,NO
Jonathan Isaac,SF,22,ORL,32,32,29.7,4.7,10.1,.463,0.9,2.8,.330,3.7,7.2,.515,.509,1.8,2.3,.767,1.8,5.2,6.9,1.4,1.6,2.4,1.5,2.5,12.0,949,16.9,.542,.283,.227,6.2,19.3,12.6,7.0,2.6,7.4,11.7,18.3,,0.4,1.9,2.3,.114,,-0.8,2.9,2.0,1.0,,,NO
Wesley Iwundu,SF,25,ORL,45,18,18.0,1.7,4.3,.397,0.5,1.5,.313,1.2,2.8,.441,.451,1.4,1.7,.816,0.5,2.0,2.5,1.0,0.6,0.2,0.4,1.4,5.3,810,9.9,.521,.345,.392,2.9,12.4,7.5,7.9,1.5,1.2,7.3,13.1,,0.6,0.8,1.4,.080,,-3.1,0.2,-2.9,-0.2,,,NO
Frank Jackson,PG,21,NOP,51,1,12.9,1.9,5.0,.385,0.8,2.4,.325,1.2,2.7,.438,.461,0.9,1.3,.750,0.4,1.0,1.4,0.8,0.3,0.1,0.8,1.3,5.6,656,7.7,.500,.467,.249,3.0,8.4,5.7,8.6,1.1,0.5,13.1,20.4,,-0.4,0.3,-0.1,-0.005,,-4.0,-2.0,-6.0,-0.7,,,NO
Jaren Jackson Jr.,C,20,MEM,54,54,28.0,6.1,13.0,.468,2.5,6.3,.397,3.6,6.7,.535,.564,2.3,3.1,.741,1.0,3.7,4.7,1.4,0.7,1.6,1.7,4.1,16.9,1512,16.1,.590,.485,.237,3.8,13.7,8.8,7.5,1.1,5.0,10.8,23.9,,1.5,1.7,3.1,.100,,0.2,0.0,0.2,0.8,,,NO
Josh Jackson,SG,22,MEM,18,0,19.8,3.8,8.6,.439,1.3,4.0,.319,2.5,4.6,.542,.513,1.6,2.4,.659,0.6,2.6,3.2,1.7,1.0,0.5,1.4,2.2,10.4,357,14.0,.539,.465,.284,3.3,13.5,8.5,12.4,2.4,2.2,12.5,23.2,,0.0,0.4,0.5,.062,,-1.1,1.2,0.0,0.2,,,NO
Justin Jackson,PF,24,DAL,58,2,16.0,2.1,5.4,.399,0.8,2.6,.298,1.4,2.8,.494,.471,0.6,0.8,.818,0.5,2.0,2.4,0.8,0.2,0.2,0.2,1.0,5.7,929,10.0,.498,.486,.141,3.1,12.7,8.0,7.2,0.6,0.9,3.5,15.8,,0.7,0.6,1.3,.066,,-1.7,-1.2,-2.9,-0.2,,,NO
Reggie Jackson,PG,29,TOT,23,11,24.2,4.7,11.2,.416,2.0,4.9,.398,2.7,6.3,.431,.504,1.5,1.9,.814,0.7,2.3,2.9,4.4,0.4,0.2,1.7,1.7,12.8,556,15.0,.533,.440,.167,3.0,10.2,6.6,28.7,0.9,0.8,12.7,24.5,,0.6,0.3,0.9,.077,,1.8,-1.3,0.5,0.4,,,NO
Reggie Jackson,PG,29,DET,14,10,27.2,5.4,14.1,.384,2.2,5.9,.378,3.2,8.3,.388,.462,1.9,2.4,.788,0.8,2.1,2.9,5.1,0.6,0.1,1.6,1.5,14.9,381,14.8,.492,.414,.167,3.2,9.1,6.1,30.8,1.0,0.2,9.8,27.0,,0.3,0.1,0.4,.047,,1.7,-2.2,-0.5,0.1,,,NO
Reggie Jackson,PG,29,LAC,9,1,19.4,3.4,6.6,.525,1.6,3.4,.452,1.9,3.1,.607,.644,1.0,1.1,.900,0.4,2.4,2.9,3.2,0.2,0.4,1.9,2.1,9.4,175,15.6,.670,.525,.169,2.4,12.7,7.7,24.2,0.5,2.0,21.1,19.1,,0.3,0.2,0.5,.142,,2.1,0.6,2.8,0.2,,,NO
Justin James,SG,23,SAC,34,0,6.4,1.0,2.3,.423,0.3,0.8,.346,0.7,1.5,.462,.481,0.3,0.6,.476,0.2,0.7,0.9,0.5,0.2,0.3,0.2,0.5,2.5,218,11.5,.487,.333,.269,3.0,12.7,7.8,10.8,1.3,3.9,8.4,19.0,,0.0,0.2,0.2,.037,,-1.0,0.2,-0.7,0.1,,,NO
LeBron James,PG,35,LAL,60,60,34.9,9.8,19.6,.498,2.2,6.4,.349,7.6,13.3,.570,.555,4.0,5.7,.697,1.0,6.9,7.9,10.6,1.2,0.5,4.0,1.8,25.7,2094,26.0,.582,.324,.292,3.1,21.0,12.3,49.7,1.7,1.3,15.3,31.6,,6.1,3.4,9.5,.218,,6.8,1.9,8.7,5.7,LeBron James,2020.0,YES
Amile Jefferson,PF,26,ORL,18,0,4.1,0.3,0.8,.357,0.0,0.0,,0.3,0.8,.357,.357,0.3,0.8,.357,0.6,0.7,1.3,0.2,0.1,0.2,0.2,0.4,0.8,74,8.9,.372,.000,1.000,14.0,19.5,16.7,7.2,0.7,3.7,13.0,13.5,,0.0,0.1,0.0,.023,,-4.9,-1.0,-5.9,-0.1,,,NO
DaQuan Jeffries,SG,22,SAC,6,0,3.2,0.5,1.2,.429,0.2,0.7,.250,0.3,0.5,.667,.500,0.0,0.0,,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.5,1.2,19,10.7,.500,.571,.000,5.8,0.0,3.0,7.8,2.6,0.0,0.0,16.1,,0.0,0.0,0.0,.081,,-2.3,-0.3,-2.6,0.0,,,NO
Ty Jerome,PG,22,PHO,28,0,11.3,1.3,3.8,.349,0.5,1.7,.277,0.9,2.1,.407,.410,0.4,0.5,.786,0.2,1.3,1.5,1.5,0.5,0.1,0.6,1.0,3.5,315,8.1,.437,.443,.132,2.1,12.6,7.2,18.8,2.1,0.8,13.8,17.6,,-0.3,0.3,0.0,-0.002,,-3.9,0.0,-3.8,-0.1,,,NO
Alize Johnson,SF,23,IND,13,0,4.2,0.5,1.2,.467,0.0,0.0,,0.5,1.2,.467,.467,0.3,0.5,.667,0.5,0.8,1.4,0.2,0.0,0.0,0.2,0.5,1.4,54,10.8,.510,.000,.400,14.4,22.3,18.4,5.0,0.0,0.0,14.5,16.8,,0.0,0.1,0.1,.070,,-3.2,-1.6,-4.8,0.0,,,NO
B.J. Johnson,SF,24,ORL,8,0,5.8,0.6,2.3,.278,0.1,0.8,.167,0.5,1.5,.333,.306,0.3,0.3,1.000,0.1,0.6,0.8,0.3,0.3,0.0,0.4,0.0,1.6,46,2.5,.344,.333,.111,2.3,12.1,7.0,6.1,2.1,0.0,13.7,20.6,,-0.2,0.0,-0.1,-0.132,,-7.2,-2.5,-9.7,-0.1,,,NO
Cameron Johnson,PF,23,PHO,49,1,20.3,2.8,6.6,.418,1.9,4.7,.397,0.9,2.0,.469,.558,0.7,0.9,.761,0.8,2.1,2.9,1.1,0.6,0.3,0.6,1.5,8.1,996,12.2,.576,.705,.142,4.3,11.5,7.8,7.4,1.4,1.4,7.7,16.0,,1.1,0.7,1.8,.086,,0.5,-0.7,-0.2,0.5,,,NO
James Johnson,PF,32,TOT,32,1,19.3,3.2,6.7,.479,1.0,2.8,.363,2.2,3.9,.565,.556,1.0,1.5,.646,0.8,2.9,3.7,2.3,0.8,1.0,1.5,2.5,8.4,619,14.8,.572,.423,.223,4.3,16.3,10.3,18.4,1.9,4.6,16.9,19.4,,0.4,0.8,1.2,.089,,-1.1,1.1,0.0,0.3,,,NO
James Johnson,PF,32,MIA,18,0,15.6,2.2,4.8,.448,0.9,2.5,.356,1.3,2.3,.548,.540,0.4,0.8,.571,0.4,2.4,2.9,1.2,0.3,0.7,0.8,1.9,5.7,281,11.1,.547,.517,.161,3.3,16.9,10.4,11.1,1.0,4.6,13.9,17.0,,0.0,0.4,0.4,.066,,-2.6,0.7,-1.9,0.0,,,NO
James Johnson,PF,32,MIN,14,1,24.1,4.6,9.1,.500,1.2,3.3,.370,3.4,5.9,.573,.566,1.6,2.4,.676,1.2,3.5,4.7,3.8,1.4,1.4,2.4,3.3,12.0,338,17.9,.588,.359,.266,5.1,15.9,10.3,24.4,2.6,4.7,18.8,21.4,,0.3,0.4,0.8,.109,,0.2,1.5,1.7,0.3,,,NO
Keldon Johnson,SF,20,SAS,9,0,10.2,1.8,3.4,.516,0.2,0.6,.400,1.6,2.9,.538,.548,0.8,1.1,.700,0.6,1.3,1.9,0.7,0.6,0.1,0.3,1.0,4.6,92,16.6,.579,.161,.323,5.8,14.1,10.0,9.4,2.6,1.0,7.8,18.1,,0.2,0.1,0.2,.119,,-0.3,-0.6,-0.9,0.0,,,NO
Stanley Johnson,PF,23,TOR,20,0,4.8,0.4,1.6,.258,0.1,0.7,.154,0.3,0.9,.333,.290,0.3,0.3,.833,0.2,1.0,1.1,0.4,0.2,0.1,0.4,0.5,1.2,96,3.1,.342,.419,.194,3.4,20.5,12.1,11.0,2.0,2.0,19.2,18.6,,-0.3,0.2,-0.1,-0.068,,-7.9,1.4,-6.5,-0.1,,,NO
Tyler Johnson,SG,27,PHO,31,3,16.6,2.1,5.5,.380,0.8,2.7,.289,1.3,2.8,.466,.450,0.8,1.0,.750,0.3,1.4,1.7,1.6,0.4,0.3,0.8,1.4,5.7,515,8.1,.481,.485,.187,2.1,9.3,5.6,13.5,1.1,1.4,11.5,17.3,,-0.2,0.3,0.1,.011,,-3.0,-0.7,-3.7,-0.2,,,NO
Nikola Jokić,C,24,DEN,65,65,32.3,7.9,14.9,.528,1.1,3.5,.314,6.8,11.4,.594,.565,3.4,4.1,.813,2.4,7.8,10.2,6.9,1.2,0.7,3.1,3.1,20.2,2101,25.0,.604,.233,.277,8.2,26.9,17.6,34.3,1.8,1.9,15.7,26.6,,6.0,3.2,9.2,.209,,5.4,2.3,7.6,5.1,Nikola Jokić,2020.0,YES
Damian Jones,C,24,ATL,55,27,16.1,2.2,3.2,.680,0.0,0.2,.222,2.2,3.1,.704,.685,1.1,1.5,.738,1.3,2.4,3.7,0.6,0.5,0.7,0.5,2.7,5.6,887,15.5,.712,.051,.472,8.9,16.2,12.5,5.6,1.4,3.8,11.5,11.4,,2.2,0.6,2.8,.152,,-1.6,0.1,-1.4,0.1,,,NO
Derrick Jones Jr.,SF,22,MIA,51,15,24.5,3.3,6.3,.514,0.7,2.5,.270,2.6,3.9,.670,.567,1.7,2.2,.779,1.1,3.1,4.2,1.1,1.1,0.7,0.5,2.2,8.9,1249,14.8,.609,.390,.350,5.4,13.5,9.6,6.7,2.1,2.9,6.8,14.1,,2.3,1.6,3.9,.150,,-0.4,1.1,0.8,0.9,,,NO
Tyus Jones,PG,23,MEM,65,6,19.0,3.0,6.6,.459,0.7,1.9,.379,2.3,4.7,.492,.514,0.7,0.9,.741,0.1,1.4,1.6,4.4,0.9,0.1,0.8,0.7,7.4,1232,15.7,.532,.289,.135,0.8,7.9,4.4,31.7,2.2,0.4,10.8,17.2,,2.0,1.0,3.0,.115,,0.4,0.1,0.6,0.8,,,NO
DeAndre Jordan,C,31,BRK,56,6,22.0,3.4,5.1,.666,0.0,0.0,,3.4,5.1,.666,.666,1.5,2.2,.680,2.5,7.5,10.0,1.9,0.3,0.9,1.3,2.0,8.3,1234,20.0,.682,.000,.425,12.1,34.2,23.4,12.8,0.7,3.5,17.8,14.1,,3.0,2.3,5.3,.204,,1.1,1.8,2.8,1.5,,,NO
Cory Joseph,PG,28,SAC,64,22,24.0,2.4,5.8,.420,0.7,2.1,.351,1.7,3.7,.460,.484,0.8,0.9,.828,0.6,2.0,2.5,3.4,0.7,0.3,1.0,1.9,6.3,1538,10.3,.513,.363,.157,2.6,9.5,6.0,19.4,1.5,1.3,14.0,13.0,,1.1,1.0,2.2,.067,,-2.1,0.3,-1.8,0.1,,,NO
Mfiondu Kabengele,C,22,LAC,12,0,5.3,1.2,2.7,.438,0.8,1.7,.450,0.4,1.0,.417,.578,0.4,0.4,1.000,0.1,0.8,0.9,0.2,0.2,0.2,0.2,0.8,3.5,64,18.2,.614,.625,.156,1.7,15.7,8.9,4.9,1.5,2.7,5.5,23.5,,0.1,0.1,0.2,.175,,2.2,-0.1,2.1,0.1,,,NO
Frank Kaminsky,C,26,PHO,32,13,22.4,4.0,8.7,.455,1.2,3.5,.348,2.8,5.2,.527,.525,1.8,2.8,.670,0.9,4.0,4.9,2.2,0.4,0.3,1.0,2.2,11.0,718,14.5,.554,.401,.315,4.6,20.2,12.2,14.8,0.9,1.2,9.4,20.8,,0.8,0.6,1.4,.092,,0.2,-0.3,-0.1,0.3,,,NO
Enes Kanter,C,27,BOS,51,6,17.5,3.5,6.1,.566,0.0,0.1,.143,3.4,6.0,.576,.568,1.2,1.7,.708,2.8,5.0,7.7,1.0,0.4,0.7,1.0,1.7,8.2,891,22.0,.594,.023,.286,17.1,30.2,23.7,8.4,1.1,3.9,12.9,19.3,,2.1,1.7,3.8,.207,,1.6,-0.1,1.5,0.8,,,NO
Luke Kennard,SG,23,DET,28,25,32.9,5.4,12.2,.442,2.6,6.5,.399,2.8,5.7,.491,.548,2.4,2.7,.893,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8,922,14.4,.589,.535,.219,1.1,11.1,6.0,19.2,0.6,0.5,10.3,19.8,,1.6,0.3,1.9,.100,,1.1,-1.4,-0.3,0.4,,,NO
Stanton Kidd,SF,27,UTA,4,0,3.8,0.0,0.8,.000,0.0,0.3,.000,0.0,0.5,.000,.000,0.0,0.0,,0.0,0.8,0.8,0.3,0.0,0.0,0.5,0.8,0.0,15,-13.7,.000,.333,.000,0.0,21.0,11.0,8.0,0.0,0.0,40.0,14.6,,-0.1,0.0,-0.1,-0.327,,-15.6,-1.3,-16.9,-0.1,,,NO
Michael Kidd-Gilchrist,PF-SF,26,TOT,21,0,11.0,0.9,2.9,.317,0.2,1.0,.250,0.7,1.9,.350,.358,0.4,0.5,.818,0.6,2.0,2.6,0.6,0.1,0.2,0.6,1.5,2.5,231,4.2,.401,.333,.183,5.5,20.3,12.8,8.1,0.4,1.9,16.7,14.8,,-0.3,0.2,-0.2,-0.037,,-6.6,-0.9,-7.5,-0.3,,,NO
Michael Kidd-Gilchrist,PF,26,CHO,12,0,13.3,1.5,4.4,.340,0.4,1.4,.294,1.1,3.0,.361,.387,0.6,0.8,.778,0.8,2.2,2.9,0.8,0.0,0.3,0.6,1.5,4.0,160,6.1,.421,.321,.170,5.9,18.4,11.9,9.5,0.0,1.7,10.9,17.6,,-0.2,0.1,-0.1,-0.029,,-5.3,-1.6,-6.9,-0.2,,,NO
Michael Kidd-Gilchrist,SF,26,DAL,9,0,7.9,0.1,0.8,.143,0.0,0.3,.000,0.1,0.4,.250,.143,0.2,0.2,1.000,0.3,1.9,2.2,0.3,0.2,0.2,0.7,1.6,0.4,71,-0.1,.254,.429,.286,4.5,24.6,14.7,5.0,1.4,2.4,43.2,8.4,,-0.2,0.1,-0.1,-0.055,,-9.7,0.8,-8.9,-0.1,,,NO
Louis King,SF,20,DET,10,0,6.2,0.8,2.1,.381,0.4,1.1,.364,0.4,1.0,.400,.476,0.0,0.3,.000,0.1,0.9,1.0,0.5,0.2,0.0,0.2,1.0,2.0,62,6.3,.448,.524,.143,1.8,16.7,9.2,11.8,1.6,0.0,8.2,17.1,,-0.1,0.0,0.0,-0.007,,-5.1,-1.1,-6.2,-0.1,,,NO
Maxi Kleber,C,28,DAL,66,21,25.7,3.2,7.1,.459,1.6,4.3,.374,1.6,2.7,.594,.574,1.0,1.2,.863,1.5,3.9,5.4,1.2,0.3,1.2,0.7,2.3,9.2,1695,13.8,.603,.614,.172,6.2,15.5,11.0,6.2,0.6,3.9,8.7,13.9,,2.9,1.7,4.6,.131,,0.5,0.2,0.6,1.1,,,NO
Brandon Knight,PG,28,TOT,25,3,18.5,2.4,6.7,.353,1.8,5.2,.344,0.6,1.4,.389,.488,0.8,1.4,.588,0.2,1.5,1.6,2.8,0.4,0.1,1.5,1.6,7.3,462,8.5,.503,.784,.204,1.0,9.1,5.0,21.6,1.1,0.6,17.3,20.6,,-0.2,0.1,-0.1,-0.010,,-1.8,-2.7,-4.4,-0.3,,,NO
Brandon Knight,PG,28,CLE,16,0,15.1,1.8,5.4,.326,1.2,4.0,.297,0.6,1.4,.409,.436,0.3,0.8,.308,0.2,1.1,1.3,1.9,0.3,0.1,1.0,1.3,4.9,241,5.5,.431,.744,.151,1.4,7.9,4.6,18.0,1.0,0.7,14.9,19.1,,-0.3,0.0,-0.3,-0.062,,-3.9,-2.8,-6.6,-0.3,,,NO
Brandon Knight,PG,28,DET,9,3,24.6,3.4,9.0,.383,2.9,7.4,.388,0.6,1.6,.357,.543,1.8,2.3,.762,0.1,2.2,2.3,4.2,0.6,0.1,2.4,2.2,11.6,221,11.9,.576,.827,.259,0.5,10.4,5.4,25.6,1.1,0.4,19.6,22.2,,0.1,0.1,0.2,.046,,0.5,-2.5,-2.0,0.0,,,NO
Kevin Knox,SF,20,NYK,65,4,17.9,2.2,6.2,.359,1.0,3.1,.327,1.2,3.1,.391,.440,1.0,1.6,.653,0.4,2.4,2.8,0.9,0.4,0.4,0.7,1.6,6.4,1166,8.4,.470,.496,.252,2.5,14.7,8.4,7.4,1.0,2.3,9.2,17.8,,-0.5,0.7,0.2,.006,,-3.1,-1.1,-4.2,-0.6,,,NO
John Konchar,SG,23,MEM,15,0,11.1,1.5,2.3,.657,0.3,0.6,.444,1.3,1.7,.731,.714,0.1,0.1,.500,1.2,1.9,3.1,1.4,0.5,0.2,0.4,0.5,3.4,167,19.0,.711,.257,.057,11.5,17.3,14.4,16.7,2.0,1.6,14.3,10.4,,0.5,0.2,0.7,.195,,2.7,2.2,5.0,0.3,,,NO
